id,nct_id,outcome_id,non_inferiority_type,non_inferiority_description,param_type,param_value,dispersion_type,dispersion_value,p_value_modifier,p_value,ci_n_sides,ci_percent,ci_lower_limit,ci_upper_limit,ci_upper_limit_na_comment,p_value_description,method,method_description,estimate_description,groups_description,other_analysis_description,ci_upper_limit_raw,ci_lower_limit_raw,p_value_raw
52736844,NCT00699751,103695081,SUPERIORITY_OR_OTHER,,,,,,<,0.001,,,,,,\>=30% reduction in blood level,Cochran-Mantel-Haenszel,"Adjusting for the binary stratification factors, total ALP, current use of Bisphosphonates and prior use of Docetaxel.",,"The null hypothesis for the comparison of \>=30% reduction in blood level, is that there is no difference between Alpharadin and placebo for that endpoint; the alternative hypothesis is that a difference exists.",,,,<0.001
52600558,NCT00567567,103420609,SUPERIORITY_OR_OTHER_LEGACY,,Log Rank Test Statistic,6.9883,,,,0.0082,TWO_SIDED,95.0,,,,,Log Rank,,,The event-free survival distributions of patients randomized to Regimen A - Single HST (CEM) and randomized to Regimen B - Tandem HST (CEM) were compared using the log-rank test.,,,,0.0082
52709367,NCT00450437,103642217,NON_INFERIORITY_OR_EQUIVALENCE,"The equivalence margin was (-10%, 10%). If the two sided 95% CIs for percentage of subjects with seroresponse at one month following vaccination was within this equivalence interval, Investigational vaccine MenACWY Lot 1 and Investigational vaccine MenACWY Lot 2 would be equivalent for Neisseria Meningitidis strain Y with respect to the immune response to the vaccine lot.",Vaccine group difference,-6.0,,,,,TWO_SIDED,95.0,-13.0,1.0,,,ANOVA,,,"Lot-to-lot consistency would be concluded if the two-sided 95% confidence intervals (CIs) for the percentage of subjects with seroresponse comparing Investigational vaccine MenACWY Lot 1 to Investigational vaccine MenACWY Lot 2 for Neisseria Meningitidis strain Y were contained within the equivalence interval (-10%, 10%).",,1,-13,
52709368,NCT00450437,103642217,NON_INFERIORITY_OR_EQUIVALENCE,"The equivalence margin was (-10%, 10%). If the two sided 95% CIs for percentage of subjects with seroresponse at one month following vaccination was within this equivalence interval, Investigational vaccine MenACWY Lot 1 and Investigational vaccine MenACWY Lot 3 would be equivalent for Neisseria Meningitidis strain Y with respect to the immune response to the vaccine lot.",Vaccine group difference,1.0,,,,,TWO_SIDED,95.0,-6.0,8.0,,,ANOVA,,,"Lot-to-lot consistency would be concluded if the two-sided 95% confidence intervals (CIs) for the percentage of subjects with seroresponse comparing Investigational vaccine MenACWY Lot 1 to Investigational vaccine MenACWY Lot 3 for Neisseria Meningitidis strain Y were contained within the equivalence interval (-10%, 10%).",,8,-6,
52709369,NCT00450437,103642217,NON_INFERIORITY_OR_EQUIVALENCE,"The equivalence margin was (-10%, 10%). If the two sided 95% CIs for percentage of subjects with seroresponse at one month following vaccination was within this equivalence interval, Investigational vaccine MenACWY Lot 2 and Investigational vaccine MenACWY Lot 3 would be equivalent for Neisseria Meningitidis strain Y with respect to the immune response to the vaccine lot.",Vaccine group difference,7.0,,,,,TWO_SIDED,95.0,0.0,14.0,,,ANOVA,,,"Lot-to-lot consistency would be concluded if the two-sided 95% confidence intervals (CIs) for the percentage of subjects with seroresponse comparing Investigational vaccine MenACWY Lot 2 to Investigational vaccine MenACWY Lot 3 for Neisseria Meningitidis strain Y were contained within the equivalence interval (-10%, 10%).",,14,0,
52709370,NCT00450437,103642217,NON_INFERIORITY_OR_EQUIVALENCE,"The equivalence margin was (-10%, 10%). If the two sided 95% CIs for the percentage of subjects with hSBA titer ≥1:8 at one month following vaccination was within this equivalence interval, Investigational vaccine MenACWY Lot 1 and Investigational vaccine MenACWY Lot 2 would be equivalent for Neisseria Meningitidis strain A with respect to the immune response to the vaccine lot.",Vaccine group difference,-3.0,,,,,TWO_SIDED,95.0,-10.0,3.0,,,ANOVA,,,"Lot-to-lot consistency would be concluded if the two-sided 95% confidence intervals (CIs) for the percentage of subjects with hSBA titer ≥1:8 comparing Investigational vaccine MenACWY Lot 1 to Investigational vaccine MenACWY Lot 2 for Neisseria Meningitidis strain A were contained within the equivalence interval (-10%, 10%).",,3,-10,
52709371,NCT00450437,103642217,NON_INFERIORITY_OR_EQUIVALENCE,"The equivalence margin was (-10%, 10%). If the two sided 95% CIs for the percentage of subjects with hSBA titer ≥1:8 at one month following vaccination was within this equivalence interval, Investigational vaccine MenACWY Lot 1 and Investigational vaccine MenACWY Lot 3 would be equivalent for Neisseria Meningitidis strain A with respect to the immune response to the vaccine lot.",Vaccine group difference,-6.0,,,,,TWO_SIDED,95.0,-12.0,0.0,,,ANOVA,,,"Lot-to-lot consistency would be concluded if the two-sided 95% confidence intervals (CIs) for the percentage of subjects with hSBA titer ≥1:8 comparing Investigational vaccine MenACWY Lot 1 to Investigational vaccine MenACWY Lot 3 for Neisseria Meningitidis strain A were contained within the equivalence interval (-10%, 10%).",,0,-12,
52709372,NCT00450437,103642217,NON_INFERIORITY_OR_EQUIVALENCE,"The equivalence margin was (-10%, 10%). If the two sided 95% CIs for the percentage of subjects with hSBA titer ≥1:8 at one month following vaccination was within this equivalence interval, Investigational vaccine MenACWY Lot 2 and Investigational vaccine MenACWY Lot 3 would be equivalent for Neisseria Meningitidis strain A with respect to the immune response to the vaccine lot.",Vaccine group difference,-3.0,,,,,TWO_SIDED,95.0,-9.0,4.0,,,ANOVA,,,"Lot-to-lot consistency would be concluded if the two-sided 95% confidence intervals (CIs) for the percentage of subjects with hSBA titer ≥1:8 comparing Investigational vaccine MenACWY Lot 2 to Investigational vaccine MenACWY Lot 3 for Neisseria Meningitidis strain A were contained within the equivalence interval (-10%, 10%).",,4,-9,
52709373,NCT00450437,103642217,NON_INFERIORITY_OR_EQUIVALENCE,"The equivalence margin was (-10%, 10%). If the two sided 95% CIs for the percentage of subjects with hSBA titer ≥1:8 at one month following vaccination was within this equivalence interval, Investigational vaccine MenACWY Lot 1 and Investigational vaccine MenACWY Lot 2 would be equivalent for Neisseria Meningitidis strain C with respect to the immune response to the vaccine lot.",Vaccine group difference,2.0,,,,,TWO_SIDED,95.0,-3.0,6.0,,,ANOVA,,,"Lot-to-lot consistency would be concluded if the two-sided 95% confidence intervals (CIs) for the percentage of subjects with hSBA titer ≥1:8 comparing Investigational vaccine MenACWY Lot 1 to Investigational vaccine MenACWY Lot 2 for Neisseria Meningitidis strain C were contained within the equivalence interval (-10%, 10%).",,6,-3,
52736845,NCT00699751,103695081,SUPERIORITY_OR_OTHER,,,,,,,0.106,,,,,,\>=50% reduction in blood level,Cochran-Mantel-Haenszel,"adjusting for the binary stratification factors, total ALP, current use of Bisphosphonates and prior use of Docetaxel.",,"The null hypothesis for the comparison of \>=50% reduction in blood level, is that there is no difference between Alpharadin and placebo for that endpoint; the alternative hypothesis is that a difference exists.",,,,0.106
52592056,NCT03544229,103402615,SUPERIORITY,,Least-Squares Mean Difference,0.08,STANDARD_ERROR_OF_MEAN,0.3,=,0.601,TWO_SIDED,90.0,-0.42,0.57,,1-sided p-values were obtained using MMRM of PAGI-SYM total score. It was based on the one-sided alternative hypothesis testing that the treatment difference (TAK-906 - Placebo) in PAGI-SYM total score was \<0.,MMRM,,"MMRM model included week, treatment, participant disease population (DG/IG), treatment-by-week interaction as fixed effects, baseline and baseline score-by-week interaction as covariates, with an unstructured working covariance matrix as default.",,,0.57,-0.42,=0.601
52592057,NCT03544229,103402615,SUPERIORITY,,Least-Squares Mean Difference,-0.18,STANDARD_ERROR_OF_MEAN,0.2,=,0.181,TWO_SIDED,90.0,-0.51,0.15,,1-sided p-values were obtained using MMRM of PAGI-SYM total score. It was based on the one-sided alternative hypothesis testing that the treatment difference (TAK-906 - Placebo) in PAGI-SYM total score was \<0.,MMRM,,"MMRM model includes week, treatment, participant disease population (DG/IG), treatment-by-week interaction as fixed effects, baseline and baseline score-by-week interaction as covariates, with an unstructured working covariance matrix as default.",,,0.15,-0.51,=0.181
52709374,NCT00450437,103642217,NON_INFERIORITY_OR_EQUIVALENCE,"The equivalence margin was (-10%, 10%). If the two sided 95% CIs for the percentage of subjects with hSBA titer ≥1:8 at one month following vaccination was within this equivalence interval for all pairs of vaccine lots, Investigational vaccine MenACWY Lot 1 and Investigational vaccine MenACWY Lot 3 would be equivalent for Neisseria Meningitidis strain C with respect to the immune response to the vaccine lot.",Vaccine group difference,3.0,,,,,TWO_SIDED,95.0,-2.0,7.0,,,ANOVA,,,"Lot-to-lot consistency would be concluded if the two-sided 95% confidence intervals (CIs) for the percentage of subjects with hSBA titer ≥1:8 comparing Investigational vaccine MenACWY Lot 1 to Investigational vaccine MenACWY Lot 3 for Neisseria Meningitidis strain C were contained within the equivalence interval (-10%, 10%).",,7,-2,
52709375,NCT00450437,103642217,NON_INFERIORITY_OR_EQUIVALENCE,"The equivalence margin was (-10%, 10%). If the two sided 95% CIs for the percentage of subjects with hSBA titer ≥1:8 at one month following vaccination was within this equivalence interval, Investigational vaccine MenACWY Lot 2 and Investigational vaccine MenACWY Lot 3 would be equivalent for Neisseria Meningitidis strain C with respect to the immune response to the vaccine lot.",Vaccine group difference,1.0,,,,,TWO_SIDED,95.0,-3.0,6.0,,,ANOVA,,,"Lot-to-lot consistency would be concluded if the two-sided 95% confidence intervals (CIs) for the percentage of subjects with hSBA titer ≥1:8 comparing Investigational vaccine MenACWY Lot 2 to Investigational vaccine MenACWY Lot 3 for Neisseria Meningitidis strain C were contained within the equivalence interval (-10%, 10%).",,6,-3,
52709376,NCT00450437,103642217,NON_INFERIORITY_OR_EQUIVALENCE,"The equivalence margin was (-10%, 10%). If the two sided 95% CIs for the percentage of subjects with hSBA titer ≥1:8 at one month following vaccination was within this equivalence interval for all pairs of vaccine lots, Investigational vaccine MenACWY Lot 1 and Investigational vaccine MenACWY Lot 2 would be equivalent for Neisseria Meningitidis strain W with respect to the immune response to the vaccine lot.",Vaccine group difference,-2.0,,,,,TWO_SIDED,95.0,-5.0,1.0,,,ANOVA,,,"Lot-to-lot consistency would be concluded if the two-sided 95% confidence intervals (CIs) for the percentage of subjects with hSBA titer ≥1:8 comparing Investigational vaccine MenACWY Lot 1 to Investigational vaccine MenACWY Lot 2 for Neisseria Meningitidis strain W were contained within the equivalence interval (-10%, 10%).",,1,-5,
52709377,NCT00450437,103642217,NON_INFERIORITY_OR_EQUIVALENCE,"The equivalence margin was (-10%, 10%). If the two sided 95% CIs for the percentage of subjects with hSBA titer ≥1:8 at one month following vaccination was within this equivalence interval, Investigational vaccine MenACWY Lot 1 and Investigational vaccine MenACWY Lot 3 would be equivalent for Neisseria Meningitidis strain W with respect to the immune response to the vaccine lot.",Vaccine group difference,-1.0,,,,,TWO_SIDED,95.0,-4.0,2.0,,,ANOVA,,,"Lot-to-lot consistency would be concluded if the two-sided 95% confidence intervals (CIs) for the percentage of subjects with hSBA titer ≥1:8 comparing Investigational vaccine MenACWY Lot 1 to Investigational vaccine MenACWY Lot 3 for Neisseria Meningitidis strain W were contained within the equivalence interval (-10%, 10%).",,2,-4,
52709378,NCT00450437,103642217,NON_INFERIORITY_OR_EQUIVALENCE,"The equivalence margin was (-10%, 10%). If the two sided 95% CIs for the percentage of subjects with hSBA titer ≥1:8 at one month following vaccination was within this equivalence interval for all pairs of vaccine lots, Investigational vaccine MenACWY Lot 2 and Investigational vaccine MenACWY Lot 3 would be equivalent for Neisseria Meningitidis strain W with respect to the immune response to the vaccine lot.",Vaccine group difference,1.0,,,,,TWO_SIDED,95.0,-2.0,4.0,,,ANOVA,,,"Lot-to-lot consistency would be concluded if the two-sided 95% confidence intervals (CIs) for the percentage of subjects with hSBA titer ≥1:8 comparing Investigational vaccine MenACWY Lot 2 to Investigational vaccine MenACWY Lot 3 for Neisseria Meningitidis strain W were contained within the equivalence interval (-10%, 10%).",,4,-2,
52709379,NCT00450437,103642217,NON_INFERIORITY_OR_EQUIVALENCE,"The equivalence margin was (-10%, 10%). If the two sided 95% CIs for the percentage of subjects with hSBA titer ≥1:8 at one month following vaccination was within this equivalence interval, Investigational vaccine MenACWY Lot 1 and Investigational vaccine MenACWY Lot 2 would be equivalent for Neisseria Meningitidis strain Y with respect to the immune response to the vaccine lot.",Vaccine group difference,-3.0,,,,,TWO_SIDED,95.0,-8.0,2.0,,,ANOVA,,,"Lot-to-lot consistency would be concluded if the two-sided 95% confidence intervals (CIs) for the percentage of subjects with hSBA titer ≥1:8 comparing Investigational vaccine MenACWY Lot 1 to Investigational vaccine MenACWY Lot 2 for Neisseria Meningitidis strain Y were contained within the equivalence interval (-10%, 10%).",,2,-8,
52709380,NCT00450437,103642217,NON_INFERIORITY_OR_EQUIVALENCE,"The equivalence margin was (-10%, 10%). If the two sided 95% CIs for the percentage of subjects with hSBA titer ≥1:8 at one month following vaccination was within this equivalence interval, Investigational vaccine MenACWY Lot 1 and Investigational vaccine MenACWY Lot 3 would be equivalent for Neisseria Meningitidis strain Y with respect to the immune response to the vaccine lot.",Vaccine group difference,-3.0,,,,,TWO_SIDED,95.0,-8.0,2.0,,,ANOVA,,,"Lot-to-lot consistency would be concluded if the two-sided 95% confidence intervals (CIs) for the percentage of subjects with hSBA titer ≥1:8 comparing Investigational vaccine MenACWY Lot 1 to Investigational vaccine MenACWY Lot 3 for Neisseria Meningitidis strain Y were contained within the equivalence interval (-10%, 10%).",,2,-8,
52709381,NCT00450437,103642217,NON_INFERIORITY_OR_EQUIVALENCE,"The equivalence margin was (-10%, 10%). If the two sided 95% CIs for the percentage of subjects with hSBA titer ≥1:8 at one month following vaccination was within this equivalence interval, Investigational vaccine MenACWY Lot 2 and Investigational vaccine MenACWY Lot 3 would be equivalent for Neisseria Meningitidis strain Y with respect to the immune response to the vaccine lot.",Vaccine group difference,0.0,,,,,TWO_SIDED,95.0,-5.0,5.0,,,ANOVA,,,"Lot-to-lot consistency would be concluded if the two-sided 95% confidence intervals (CIs) for the percentage of subjects with hSBA titer ≥1:8 comparing Investigational vaccine MenACWY Lot 2 to Investigational vaccine MenACWY Lot 3 for Neisseria Meningitidis strain Y were contained within the equivalence interval (-10%, 10%).",,5,-5,
52592058,NCT03544229,103402615,SUPERIORITY,,Least-Squares Mean Diferrence,-0.24,STANDARD_ERROR_OF_MEAN,0.196,=,0.114,TWO_SIDED,90.0,-0.56,0.09,,1-sided p-values were obtained using MMRM of PAGI-SYM total score. It was based on the one-sided alternative hypothesis testing that the treatment difference (TAK-906 - Placebo) in PAGI-SYM total score was \<0.,MMRM,,"MMRM model includes week, treatment, participant disease population (DG/IG), treatment-by-week interaction as fixed effects, baseline and baseline score-by-week interaction as covariates, with an unstructured working covariance matrix as default.",,,0.09,-0.56,=0.114
52709382,NCT00450437,103642217,NON_INFERIORITY_OR_EQUIVALENCE,"The equivalence margin was (-10%, 10%). If the two sided 95% CIs for the percentage of subjects with hSBA titer ≥1:4 at one month following vaccination was within this equivalence interval, Investigational vaccine MenACWY Lot 1 and Investigational vaccine MenACWY Lot 2 would be equivalent for Neisseria Meningitidis strain A with respect to the immune response to the vaccine lot.",Vaccine group difference,-2.0,,,,,TWO_SIDED,95.0,-9.0,4.0,,,ANOVA,,,"Lot-to-lot consistency would be concluded if the two-sided 95% confidence intervals (CIs) for the percentage of subjects with hSBA titer ≥1:4 comparing Investigational vaccine MenACWY Lot 1 to Investigational vaccine MenACWY Lot 2 for Neisseria Meningitidis strain A were contained within the equivalence interval (-10%, 10%).",,4,-9,
52709383,NCT00450437,103642217,NON_INFERIORITY_OR_EQUIVALENCE,"The equivalence margin was (-10%, 10%). If the two sided 95% CIs for the percentage of subjects with hSBA titer ≥1:4 at one month following vaccination was within this equivalence interval, Investigational vaccine MenACWY Lot 1 and Investigational vaccine MenACWY Lot 3 would be equivalent for Neisseria Meningitidis strain A with respect to the immune response to the vaccine lot.",Vaccine group difference,-5.0,,,,,TWO_SIDED,95.0,-11.0,1.0,,,ANOVA,,,"Lot-to-lot consistency would be concluded if the two-sided 95% confidence intervals (CIs) for the percentage of subjects with hSBA titer ≥1:4 comparing Investigational vaccine MenACWY Lot 1 to Investigational vaccine MenACWY Lot 3 for Neisseria Meningitidis strain A were contained within the equivalence interval (-10%, 10%).",,1,-11,
52709384,NCT00450437,103642217,NON_INFERIORITY_OR_EQUIVALENCE,"The equivalence margin was (-10%, 10%). If the two sided 95% CIs for the percentage of subjects with hSBA titer ≥1:4 at one month following vaccination was within this equivalence interval, Investigational vaccine MenACWY Lot 2 and Investigational vaccine MenACWY Lot 3 would be equivalent for Neisseria Meningitidis strain A with respect to the immune response to the vaccine lot.",Vaccine group difference,-2.0,,,,,TWO_SIDED,95.0,-8.0,4.0,,,ANOVA,,,"Lot-to-lot consistency would be concluded if the two-sided 95% confidence intervals (CIs) for the percentage of subjects with hSBA titer ≥1:4 comparing Investigational vaccine MenACWY Lot 2 to Investigational vaccine MenACWY Lot 3 for Neisseria Meningitidis strain A were contained within the equivalence interval (-10%, 10%).",,4,-8,
52709385,NCT00450437,103642217,NON_INFERIORITY_OR_EQUIVALENCE,"The equivalence margin was (-10%, 10%). If the two sided 95% CIs for the percentage of subjects with hSBA titer ≥1:4 at one month following vaccination was within this equivalence interval, Investigational vaccine MenACWY Lot 1 and Investigational vaccine MenACWY Lot 2 would be equivalent for Neisseria Meningitidis strain C with respect to the immune response to the vaccine lot.",Vaccine group difference,1.0,,,,,TWO_SIDED,95.0,-3.0,5.0,,,ANOVA,,,"Lot-to-lot consistency would be concluded if the two-sided 95% confidence intervals (CIs) for the percentage of subjects with hSBA titer ≥1:4 comparing Investigational vaccine MenACWY Lot 1 to Investigational vaccine MenACWY Lot 2 for Neisseria Meningitidis strain C were contained within the equivalence interval (-10%, 10%)",,5,-3,
52709386,NCT00450437,103642217,NON_INFERIORITY_OR_EQUIVALENCE,"The equivalence margin was (-10%, 10%). If the two sided 95% CIs for the percentage of subjects with hSBA titer ≥1:4 at one month following vaccination was within this equivalence interval, Investigational vaccine MenACWY Lot 1 and Investigational vaccine MenACWY Lot 3 would be equivalent for Neisseria Meningitidis strain C with respect to the immune response to the vaccine lot.",Vaccine group difference,0.0,,,,,TWO_SIDED,95.0,-4.0,4.0,,,ANOVA,,,"Lot-to-lot consistency would be concluded if the two-sided 95% confidence intervals (CIs) for the percentage of subjects with hSBA titer ≥1:4 comparing Investigational vaccine MenACWY Lot 1 to Investigational vaccine MenACWY Lot 3 for Neisseria Meningitidis strain C were contained within the equivalence interval (-10%, 10%).",,4,-4,
52709387,NCT00450437,103642217,NON_INFERIORITY_OR_EQUIVALENCE,"The equivalence margin was (-10%, 10%). If the two sided 95% CIs for the percentage of subjects with hSBA titer ≥1:4 at one month following vaccination was within this equivalence interval, Investigational vaccine MenACWY Lot 2 and Investigational vaccine MenACWY Lot 3 would be equivalent for Neisseria Meningitidis strain C with respect to the immune response to the vaccine lot.",Vaccine group difference,0.0,,,,,TWO_SIDED,95.0,-4.0,4.0,,,ANOVA,,,"Lot-to-lot consistency would be concluded if the two-sided 95% confidence intervals (CIs) for the percentage of subjects with hSBA titer ≥1:4 comparing Investigational vaccine MenACWY Lot 2 to Investigational vaccine MenACWY Lot 3 for Neisseria Meningitidis strain C were contained within the equivalence interval (-10%, 10%).",,4,-4,
52709388,NCT00450437,103642217,NON_INFERIORITY_OR_EQUIVALENCE,"The equivalence margin was (-10%, 10%). If the two sided 95% CIs for the percentage of subjects with hSBA titer ≥1:4 at one month following vaccination was within this equivalence interval for all pairs of vaccine lots, Investigational vaccine MenACWY Lot 1 and Investigational vaccine MenACWY Lot 2 would be equivalent for Neisseria Meningitidis strain W with respect to the immune response to the vaccine lot.",Vaccine group difference,-2.0,,,,,TWO_SIDED,95.0,-5.0,1.0,,,ANOVA,,,"Lot-to-lot consistency would be concluded if the two-sided 95% confidence intervals (CIs) for the percentage of subjects with hSBA titer ≥1:4 comparing Investigational vaccine MenACWY Lot 1 to Investigational vaccine MenACWY Lot 2 for Neisseria Meningitidis strain W were contained within the equivalence interval (-10%, 10%).",,1,-5,
52709389,NCT00450437,103642217,NON_INFERIORITY_OR_EQUIVALENCE,"The equivalence margin was (-10%, 10%). If the two sided 95% CIs for the percentage of subjects with hSBA titer ≥1:4 at one month following vaccination was within this equivalence interval for all pairs of vaccine lots, Investigational vaccine MenACWY Lot 1 and Investigational vaccine MenACWY Lot 3 would be equivalent for Neisseria Meningitidis strain W with respect to the immune response to the vaccine lot.",Vaccine group difference,-1.0,,,,,TWO_SIDED,95.0,-4.0,2.0,,,ANOVA,,,"Lot-to-lot consistency would be concluded if the two-sided 95% confidence intervals (CIs) for the percentage of subjects with hSBA titer ≥1:4 comparing Investigational vaccine MenACWY Lot 1 to Investigational vaccine MenACWY Lot 3 for Neisseria Meningitidis strain W were contained within the equivalence interval (-10%, 10%).",,2,-4,
52592059,NCT02460562,103402616,SUPERIORITY,,,,,,<,0.05,,,,,,Mean salivary fluoride concentrations (part per million) between groups were assessed at different time points using repeated measures analysis of variance. Saliva fluoride concentration from each groups were compared with baseline using a t-test.,ANOVA,,,Mean saliva fluoride concentration (part per million) collected at different time points was compared in order to assess the change in capacity for fluoride release and recharge from the resin denture base and to assess differences between the control and the intervention group.,,,,<0.05
52709390,NCT00450437,103642217,NON_INFERIORITY_OR_EQUIVALENCE,"The equivalence margin was (-10%, 10%). If the two sided 95% CIs for the percentage of subjects with hSBA titer ≥1:4 at one month following vaccination was within this equivalence interval for all pairs of vaccine lots, Investigational vaccine MenACWY Lot 2 and Investigational vaccine MenACWY Lot 3 would be equivalent for Neisseria Meningitidis strain W with respect to the immune response to the vaccine lot.",Vaccine group difference,1.0,,,,,TWO_SIDED,95.0,-2.0,3.0,,,ANOVA,,,"Lot-to-lot consistency would be concluded if the two-sided 95% confidence intervals (CIs) for the percentage of subjects with hSBA titer ≥1:4 comparing Investigational vaccine MenACWY Lot 2 to Investigational vaccine MenACWY Lot 3 for Neisseria Meningitidis strain W were contained within the equivalence interval (-10%, 10%).",,3,-2,
52709391,NCT00450437,103642217,NON_INFERIORITY_OR_EQUIVALENCE,"The equivalence margin was (-10%, 10%). If the two sided 95% CIs for the percentage of subjects with hSBA titer ≥1:4 at one month following vaccination was within this equivalence interval for all pairs of vaccine lots, Investigational vaccine MenACWY Lot 1 and Investigational vaccine MenACWY Lot 2 would be equivalent for Neisseria Meningitidis strain Y with respect to the immune response to the vaccine lot.",Vaccine group difference,-3.0,,,,,TWO_SIDED,95.0,-8.0,1.0,,,ANOVA,,,"Lot-to-lot consistency would be concluded if the two-sided 95% confidence intervals (CIs) for the percentage of subjects with hSBA titer ≥1:4 comparing Investigational vaccine MenACWY Lot 1 to Investigational vaccine MenACWY Lot 2 for Neisseria Meningitidis strain Y were contained within the equivalence interval (-10%, 10%).",,1,-8,
52709392,NCT00450437,103642217,NON_INFERIORITY_OR_EQUIVALENCE,"The equivalence margin was (-10%, 10%). If the two sided 95% CIs for the percentage of subjects with hSBA titer ≥1:4 at one month following vaccination was within this equivalence interval, Investigational vaccine MenACWY Lot 1 and Investigational vaccine MenACWY Lot 3 would be equivalent for Neisseria Meningitidis strain Y with respect to the immune response to the vaccine lot.",Vaccine group difference,-4.0,,,,,TWO_SIDED,95.0,-9.0,0.0,,,ANOVA,,,"Lot-to-lot consistency would be concluded if the two-sided 95% confidence intervals (CIs) for the percentage of subjects with hSBA titer ≥1:4 comparing Investigational vaccine MenACWY Lot 1 to Investigational vaccine MenACWY Lot 3 for Neisseria Meningitidis strain Y were contained within the equivalence interval (-10%, 10%).",,0,-9,
52709393,NCT00450437,103642217,NON_INFERIORITY_OR_EQUIVALENCE,"The equivalence margin was (-10%, 10%). If the two sided 95% CIs for the percentage of subjects with hSBA titer ≥1:4 at one month following vaccination was within this equivalence interval, Investigational vaccine MenACWY Lot 2 and Investigational vaccine MenACWY Lot 3 would be equivalent for Neisseria Meningitidis strain Y with respect to the immune response to the vaccine lot.",Vaccine group difference,-1.0,,,,,TWO_SIDED,95.0,-5.0,3.0,,,ANOVA,,,"Lot-to-lot consistency would be concluded if the two-sided 95% confidence intervals (CIs) for the percentage of subjects with hSBA titer ≥1:4 comparing Investigational vaccine MenACWY Lot 2 to Investigational vaccine MenACWY Lot 3 for Neisseria Meningitidis strain Y were contained within the equivalence interval (-10%, 10%).",,3,-5,
52709394,NCT00450437,103642218,NON_INFERIORITY_OR_EQUIVALENCE,Immunogenicity of the Investigational MenACWY vaccine would be considered non-inferior to that of the Licensed MenACWY vaccine if the lower limit of the two-sided CI for percentage of subjects with seroresponse one month after vaccination is \> -10%.,Vaccine group difference,4.0,,,,,TWO_SIDED,95.0,0.0,8.0,,,ANOVA,,,"Vaccine group difference Investigational MenACWY vaccine vs. Licensed MenaCWY vaccine, MenA.",,8,0,
52709395,NCT00450437,103642218,NON_INFERIORITY_OR_EQUIVALENCE,Immunogenicity of the Investigational MenACWY vaccine would be considered non-inferior to that of the Licensed MenACWY vaccine if the lower limit of the two-sided CI for percentage of subjects with seroresponse one month after vaccination is \> -10%.,Vaccine group difference,5.0,,,,,TWO_SIDED,95.0,1.0,9.0,,,ANOVA,,,"Vaccine group difference Investigational MenACWY vaccine vs. Licensed MenaCWY vaccine, MenC.",,9,1,
52709396,NCT00450437,103642218,NON_INFERIORITY_OR_EQUIVALENCE,Immunogenicity of the Investigational MenACWY vaccine would be considered non-inferior to that of the Licensed MenACWY vaccine if the lower limit of the two-sided CI for percentage of subjects with seroresponse one month after vaccination is \> -10%.,Vaccine group difference,15.0,,,,,TWO_SIDED,95.0,11.0,20.0,,,ANOVA,,,"Vaccine group difference Investigational MenACWY vaccine vs.Licensed MenaCWY vaccine, MenW.",,20,11,
52709397,NCT00450437,103642218,NON_INFERIORITY_OR_EQUIVALENCE,Immunogenicity of the Investigational MenACWY vaccine would be considered non-inferior to that of the Licensed MenACWY vaccine if the lower limit of the two-sided CI for percentage of subjects with seroresponse one month after vaccination is \> -10%.,Vaccine group difference,23.0,,,,,TWO_SIDED,95.0,19.0,28.0,,,ANOVA,,,"Vaccine group difference Investigational MenACWY vaccine vs. Licensed MenaCWY vaccine, MenY.",,28,19,
52592060,NCT02460562,103402617,SUPERIORITY,,Odds Ratio (OR),0.45,,,<,0.05,TWO_SIDED,95.0,,,,,Chi-squared,,,"Caries assessments were performed to examine the difference in mean number of surface caries (DMFS) ± standard deviation between the control and the intervention groups at baseline and at 1.5 years.The transition (∆Q) of developed new caries surfaces (ICDAS score 1-3) from baseline to 1.5 years of follow-up for the two groups was analyzed with respect to arrest or progress rates. Numbers of new caries surfaces were compared by independent t-test, Pearson chi-square and correlation coefficient.",,,,<0.05
52592061,NCT03455218,103402618,SUPERIORITY,,,,,,,0.55,,,,,,,"t-test, 2 sided",,,,,,,0.55
52592062,NCT03455218,103402620,SUPERIORITY,,,,,,,0.3,,,,,,,Wilcoxon (Mann-Whitney),,,,,,,0.30
52592063,NCT03455218,103402621,SUPERIORITY,,,,,,,0.11,,,,,,,"t-test, 2 sided",,,,,,,0.11
52592064,NCT03455218,103402622,SUPERIORITY,,,,,,,0.002,,,,,,,"t-test, 2 sided",,,,,,,0.002
52592065,NCT03455218,103402623,SUPERIORITY,,,,,,,0.05,,,,,,,"t-test, 2 sided",,,,,,,0.05
52592066,NCT03455218,103402624,SUPERIORITY,,,,,,,0.27,,,,,,,Wilcoxon (Mann-Whitney),,,,,,,0.27
52592067,NCT03455218,103402625,SUPERIORITY,,,,,,,0.57,,,,,,,Wilcoxon (Mann-Whitney),,,,,,,0.57
52592068,NCT03455218,103402627,SUPERIORITY,,,,,,,0.48,,,,,,,Wilcoxon (Mann-Whitney),,,,,,,0.48
52592069,NCT03455218,103402628,SUPERIORITY,,,,,,,0.96,,,,,,,Wilcoxon (Mann-Whitney),,,,,,,0.96
52592070,NCT03455218,103402629,SUPERIORITY,,,,,,,0.71,,,,,,,"t-test, 2 sided",,,,,,,0.71
